Vertex 0 ---> Color 0
Vertex 1 ---> Color 1
Vertex 2 ---> Color 2
Vertex 3 ---> Color 1
Vertex 4 ---> Color 2
Vertex 5 ---> Color 2
Vertex 6 ---> Color 0
Vertex 7 ---> Color 1
Vertex 8 ---> Color 3
Vertex 9 ---> Color 3
Vertex 10 ---> Color 0
Vertex 11 ---> Color 1
Vertex 12 ---> Color 0
Vertex 13 ---> Color 0
Vertex 14 ---> Color 1
Vertex 15 ---> Color 0
Vertex 16 ---> Color 0
Vertex 17 ---> Color 4
Vertex 18 ---> Color 0
Vertex 19 ---> Color 1
Vertex 20 ---> Color 2
Vertex 21 ---> Color 2
Vertex 22 ---> Color 0
Vertex 23 ---> Color 1
Vertex 24 ---> Color 0
Vertex 25 ---> Color 0
Vertex 26 ---> Color 0
Vertex 27 ---> Color 3
Vertex 28 ---> Color 0
Vertex 29 ---> Color 0
Vertex 30 ---> Color 0
Vertex 31 ---> Color 0
Vertex 32 ---> Color 1
Vertex 33 ---> Color 1
Vertex 34 ---> Color 2
Vertex 35 ---> Color 2
Vertex 36 ---> Color 1
Vertex 37 ---> Color 2
Vertex 38 ---> Color 1
Vertex 39 ---> Color 3
Vertex 40 ---> Color 1
Vertex 41 ---> Color 2
Vertex 42 ---> Color 4
Vertex 43 ---> Color 3
Vertex 44 ---> Color 5
Vertex 45 ---> Color 2
Vertex 46 ---> Color 3
Vertex 47 ---> Color 2
Vertex 48 ---> Color 1
Vertex 49 ---> Color 2
Vertex 50 ---> Color 1
Vertex 51 ---> Color 3
Vertex 52 ---> Color 0
Vertex 53 ---> Color 0
Vertex 54 ---> Color 1
Vertex 55 ---> Color 3
Vertex 56 ---> Color 0
Vertex 57 ---> Color 3
Vertex 58 ---> Color 3
Vertex 59 ---> Color 4
Vertex 60 ---> Color 2
Vertex 61 ---> Color 1
Vertex 62 ---> Color 3
Vertex 63 ---> Color 2
Vertex 64 ---> Color 0
Vertex 65 ---> Color 0
Vertex 66 ---> Color 3
Vertex 67 ---> Color 3
Vertex 68 ---> Color 1
Vertex 69 ---> Color 1
Vertex 70 ---> Color 1
Vertex 71 ---> Color 2
Vertex 72 ---> Color 2
Vertex 73 ---> Color 3
Vertex 74 ---> Color 4
Vertex 75 ---> Color 3
Vertex 76 ---> Color 0
Vertex 77 ---> Color 1
Vertex 78 ---> Color 0
Vertex 79 ---> Color 1
Vertex 80 ---> Color 1
Vertex 81 ---> Color 2
Vertex 82 ---> Color 2
Vertex 83 ---> Color 1
Vertex 84 ---> Color 2
Vertex 85 ---> Color 1
Vertex 86 ---> Color 2
Vertex 87 ---> Color 0
Vertex 88 ---> Color 5
Vertex 89 ---> Color 3
Vertex 90 ---> Color 0
Vertex 91 ---> Color 0
Vertex 92 ---> Color 1
Vertex 93 ---> Color 2
Vertex 94 ---> Color 3
Vertex 95 ---> Color 4
Vertex 96 ---> Color 2
Vertex 97 ---> Color 0
Vertex 98 ---> Color 1
Vertex 99 ---> Color 1
Vertex 100 ---> Color 3
Vertex 101 ---> Color 4
Vertex 102 ---> Color 0
Vertex 103 ---> Color 3
Vertex 104 ---> Color 1
Vertex 105 ---> Color 3
Vertex 106 ---> Color 0
Vertex 107 ---> Color 1
Vertex 108 ---> Color 0
Vertex 109 ---> Color 4
Vertex 110 ---> Color 0
Vertex 111 ---> Color 3
Vertex 112 ---> Color 1
Vertex 113 ---> Color 1
Vertex 114 ---> Color 1
Vertex 115 ---> Color 4
Vertex 116 ---> Color 3
Vertex 117 ---> Color 1
Vertex 118 ---> Color 2
Vertex 119 ---> Color 0
Vertex 120 ---> Color 0
Vertex 121 ---> Color 1
Vertex 122 ---> Color 4
Vertex 123 ---> Color 2
Vertex 124 ---> Color 1
Vertex 125 ---> Color 3
Vertex 126 ---> Color 2
Vertex 127 ---> Color 4
Vertex 128 ---> Color 2
Vertex 129 ---> Color 3
Vertex 130 ---> Color 4
Vertex 131 ---> Color 0
Vertex 132 ---> Color 0
Vertex 133 ---> Color 2
Vertex 134 ---> Color 1
Vertex 135 ---> Color 0
Vertex 136 ---> Color 5
Vertex 137 ---> Color 2
Vertex 138 ---> Color 1
Vertex 139 ---> Color 4
Vertex 140 ---> Color 1
Vertex 141 ---> Color 2
Vertex 142 ---> Color 0
Vertex 143 ---> Color 1
Vertex 144 ---> Color 2
Vertex 145 ---> Color 3
Vertex 146 ---> Color 3
Vertex 147 ---> Color 4
Vertex 148 ---> Color 2
Vertex 149 ---> Color 0
Vertex 150 ---> Color 0
Vertex 151 ---> Color 0
Vertex 152 ---> Color 3
Vertex 153 ---> Color 2
Vertex 154 ---> Color 4
Vertex 155 ---> Color 3
Vertex 156 ---> Color 3
Vertex 157 ---> Color 3
Vertex 158 ---> Color 0
Vertex 159 ---> Color 0
Vertex 160 ---> Color 3
Vertex 161 ---> Color 0
Vertex 162 ---> Color 3
Vertex 163 ---> Color 4
Vertex 164 ---> Color 0
Vertex 165 ---> Color 0
Vertex 166 ---> Color 2
Vertex 167 ---> Color 3
Vertex 168 ---> Color 2
Vertex 169 ---> Color 3
Vertex 170 ---> Color 0
Vertex 171 ---> Color 4
Vertex 172 ---> Color 2
Vertex 173 ---> Color 1
Vertex 174 ---> Color 5
Vertex 175 ---> Color 0
Vertex 176 ---> Color 2
Vertex 177 ---> Color 4
Vertex 178 ---> Color 2
Vertex 179 ---> Color 3
Vertex 180 ---> Color 5
Vertex 181 ---> Color 2
Vertex 182 ---> Color 0
Vertex 183 ---> Color 3
Vertex 184 ---> Color 3
Vertex 185 ---> Color 4
Vertex 186 ---> Color 2
Vertex 187 ---> Color 3
Vertex 188 ---> Color 0
Vertex 189 ---> Color 1
Vertex 190 ---> Color 3
Vertex 191 ---> Color 1
Vertex 192 ---> Color 0
Vertex 193 ---> Color 1
Vertex 194 ---> Color 0
Vertex 195 ---> Color 0
Vertex 196 ---> Color 2
Vertex 197 ---> Color 1
Vertex 198 ---> Color 3
Vertex 199 ---> Color 4
Vertex 200 ---> Color 0
Vertex 201 ---> Color 4
Vertex 202 ---> Color 3
Vertex 203 ---> Color 1
Vertex 204 ---> Color 1
Vertex 205 ---> Color 1
Vertex 206 ---> Color 2
Vertex 207 ---> Color 3
Vertex 208 ---> Color 4
Vertex 209 ---> Color 5
Vertex 210 ---> Color 0
Vertex 211 ---> Color 0
Vertex 212 ---> Color 2
Vertex 213 ---> Color 1
Vertex 214 ---> Color 1
Vertex 215 ---> Color 1
Vertex 216 ---> Color 2
Vertex 217 ---> Color 1
Vertex 218 ---> Color 2
Vertex 219 ---> Color 2
Vertex 220 ---> Color 1
Vertex 221 ---> Color 1
Vertex 222 ---> Color 3
Vertex 223 ---> Color 2
Vertex 224 ---> Color 3
Vertex 225 ---> Color 2
Vertex 226 ---> Color 1
Vertex 227 ---> Color 0
Vertex 228 ---> Color 2
Vertex 229 ---> Color 2
Vertex 230 ---> Color 0
Vertex 231 ---> Color 0
Vertex 232 ---> Color 2
Vertex 233 ---> Color 0
Vertex 234 ---> Color 3
Vertex 235 ---> Color 2
Vertex 236 ---> Color 0
Vertex 237 ---> Color 4
Vertex 238 ---> Color 0
Vertex 239 ---> Color 1
Vertex 240 ---> Color 3
Vertex 241 ---> Color 0
Vertex 242 ---> Color 2
Vertex 243 ---> Color 0
Vertex 244 ---> Color 3
Vertex 245 ---> Color 0
Vertex 246 ---> Color 0
Vertex 247 ---> Color 2
Vertex 248 ---> Color 1
Vertex 249 ---> Color 4
Vertex 250 ---> Color 1
Vertex 251 ---> Color 2
Vertex 252 ---> Color 4
Vertex 253 ---> Color 1
Vertex 254 ---> Color 1
Vertex 255 ---> Color 5
Vertex 256 ---> Color 3
Vertex 257 ---> Color 3
Vertex 258 ---> Color 0
Vertex 259 ---> Color 0
Vertex 260 ---> Color 1
Vertex 261 ---> Color 2
Vertex 262 ---> Color 3
Vertex 263 ---> Color 2
Vertex 264 ---> Color 1
Vertex 265 ---> Color 2
Vertex 266 ---> Color 2
Vertex 267 ---> Color 3
Vertex 268 ---> Color 1
Vertex 269 ---> Color 4
Vertex 270 ---> Color 0
Vertex 271 ---> Color 2
Vertex 272 ---> Color 3
Vertex 273 ---> Color 2
Vertex 274 ---> Color 0
Vertex 275 ---> Color 1
Vertex 276 ---> Color 3
Vertex 277 ---> Color 4
Vertex 278 ---> Color 3
Vertex 279 ---> Color 1
Vertex 280 ---> Color 1
Vertex 281 ---> Color 0
Vertex 282 ---> Color 0
Vertex 283 ---> Color 1
Vertex 284 ---> Color 2
Vertex 285 ---> Color 3
Vertex 286 ---> Color 1
Vertex 287 ---> Color 0
Vertex 288 ---> Color 0
Vertex 289 ---> Color 0
Vertex 290 ---> Color 0
Vertex 291 ---> Color 1
Vertex 292 ---> Color 3
Vertex 293 ---> Color 4
Vertex 294 ---> Color 2
Vertex 295 ---> Color 3
Vertex 296 ---> Color 4
Vertex 297 ---> Color 1
Vertex 298 ---> Color 0
Vertex 299 ---> Color 4
Vertex 300 ---> Color 0
Vertex 301 ---> Color 2
Vertex 302 ---> Color 1
Vertex 303 ---> Color 0
Vertex 304 ---> Color 0
Vertex 305 ---> Color 3
Vertex 306 ---> Color 4
Vertex 307 ---> Color 1
Vertex 308 ---> Color 4
Vertex 309 ---> Color 2
Vertex 310 ---> Color 0
Vertex 311 ---> Color 1
Vertex 312 ---> Color 1
Vertex 313 ---> Color 0
Vertex 314 ---> Color 2
Vertex 315 ---> Color 1
Vertex 316 ---> Color 0
Vertex 317 ---> Color 0
Vertex 318 ---> Color 0
Vertex 319 ---> Color 4
Vertex 320 ---> Color 5
Vertex 321 ---> Color 4
Vertex 322 ---> Color 2
Vertex 323 ---> Color 0
Vertex 324 ---> Color 0
Vertex 325 ---> Color 2
Vertex 326 ---> Color 0
Vertex 327 ---> Color 0
Vertex 328 ---> Color 0
Vertex 329 ---> Color 2
Vertex 330 ---> Color 0
Vertex 331 ---> Color 4
Vertex 332 ---> Color 1
Vertex 333 ---> Color 1
Vertex 334 ---> Color 0
Vertex 335 ---> Color 1
Vertex 336 ---> Color 2
Vertex 337 ---> Color 2
Vertex 338 ---> Color 3
Vertex 339 ---> Color 3
Vertex 340 ---> Color 1
Vertex 341 ---> Color 1
Vertex 342 ---> Color 2
Vertex 343 ---> Color 1
Vertex 344 ---> Color 0
Vertex 345 ---> Color 0
Vertex 346 ---> Color 4
Vertex 347 ---> Color 5
Vertex 348 ---> Color 4
Vertex 349 ---> Color 0
Vertex 350 ---> Color 0
Vertex 351 ---> Color 1
Vertex 352 ---> Color 4
Vertex 353 ---> Color 1
Vertex 354 ---> Color 4
Vertex 355 ---> Color 0
Vertex 356 ---> Color 2
Vertex 357 ---> Color 1
Vertex 358 ---> Color 2
Vertex 359 ---> Color 2
Vertex 360 ---> Color 1
Vertex 361 ---> Color 1
Vertex 362 ---> Color 2
Vertex 363 ---> Color 1
Vertex 364 ---> Color 1
Vertex 365 ---> Color 2
Vertex 366 ---> Color 0
Vertex 367 ---> Color 1
Vertex 368 ---> Color 5
Vertex 369 ---> Color 2
Vertex 370 ---> Color 2
Vertex 371 ---> Color 0
Vertex 372 ---> Color 1
Vertex 373 ---> Color 0
Vertex 374 ---> Color 1
Vertex 375 ---> Color 2
Vertex 376 ---> Color 2
Vertex 377 ---> Color 1
Vertex 378 ---> Color 0
Vertex 379 ---> Color 2
Vertex 380 ---> Color 2
Vertex 381 ---> Color 0
Vertex 382 ---> Color 2
Vertex 383 ---> Color 3
Vertex 384 ---> Color 4
Vertex 385 ---> Color 5
Vertex 386 ---> Color 3
Vertex 387 ---> Color 0
Vertex 388 ---> Color 3
Vertex 389 ---> Color 4
Vertex 390 ---> Color 3
Vertex 391 ---> Color 4
Vertex 392 ---> Color 5
Vertex 393 ---> Color 0
Vertex 394 ---> Color 0
Vertex 395 ---> Color 3
Vertex 396 ---> Color 0
Vertex 397 ---> Color 0
Vertex 398 ---> Color 0
Vertex 399 ---> Color 0
Vertex 400 ---> Color 2
Vertex 401 ---> Color 0
Vertex 402 ---> Color 2
Vertex 403 ---> Color 0
Vertex 404 ---> Color 2
Vertex 405 ---> Color 1
Vertex 406 ---> Color 3
Vertex 407 ---> Color 1
Vertex 408 ---> Color 0
Vertex 409 ---> Color 1
Vertex 410 ---> Color 0
Vertex 411 ---> Color 3
Vertex 412 ---> Color 2
Vertex 413 ---> Color 0
Vertex 414 ---> Color 0
Vertex 415 ---> Color 0
Vertex 416 ---> Color 0
